"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.1,0.57,0,0.05,725.15,45,0.24
"2",2,0.06,0.2,0,0.05,122.59,73,0.63
"3",3,0.16,0.43,0,0.15,381.48,16,0.06
"4",4,0.07,0.19,0,0.06,46.33,9,0
"5",5,0.15,0.27,0.06,0.15,179.57,6,0
"6",6,0.16,0.39,0.01,0.14,336.52,15,0
"7",7,0.08,0.15,0.05,0.08,3.45,4,0
"8",8,0.07,0.17,0,0.05,86.37,14,0.14
"9",9,0.11,0.25,0.03,0.11,186.61,10,0
"10",10,0.07,0.13,0.03,0.06,18.69,4,0
"11",11,0.03,0.05,0,0.05,0.2,3,0
"12",12,0.02,0.03,0.01,0.02,1.15,3,1
"13",13,0.03,0.05,0,0.05,0.13,3,0
"14",14,0,0,0,0,0,2,0
"15",15,0,0,0,0,0,2,0
"16",16,0,0,0,0,0,2,0
"17",17,0,0,0,0,0,2,0
"18",18,0,0,0,0,0,2,0
"19",19,0,0,0,0,0,2,0
"20",20,0,0,0,0,0,2,0
"21",21,0,0,0,0,0,2,0
"22",22,0,0,0,0,0,2,0
